,id,llm_answer,original_answer,question
262,52,"I'm sorry, but I don't have an answer to this question.","If a product is not available in your size, it may be temporarily out of stock. Please check back later or sign up for size notifications.",Can I order a product that is currently unavailable in my size?
263,52,"You can find out if your size will be restocked by signing up for size notifications or product notifications. This way, you will be informed when the item becomes available again.","If a product is not available in your size, it may be temporarily out of stock. Please check back later or sign up for size notifications.",How can I find out if my size will be restocked?
264,52,"If a product is temporarily out of stock, it means that it is currently unavailable for purchase. You can sign up for product notifications to be alerted when it becomes available again, but reservations for out-of-stock products are not offered.","If a product is not available in your size, it may be temporarily out of stock. Please check back later or sign up for size notifications.",What does it mean if a product is temporarily out of stock?
265,53,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available. However, if it is not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.","If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Can I pre-order a product that is not yet available?
266,53,A product listed as 'coming soon' means that it is not available for immediate purchase. You can sign up for notifications to be informed when the product becomes available.,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",What does it mean if a product is listed as 'coming soon'?
267,53,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Will I be charged immediately for a pre-order item?
268,53,"I'm sorry, but I don't have an answer to this question.","If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Can I cancel my pre-order for a 'coming soon' product?
269,53,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",How do I know when my pre-ordered item will ship?
270,54,"Yes, you can return a discounted product. The refund will be processed based on the amount paid after the discount.","Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",Can I return a discounted product?
271,54,"If you return a product purchased with a discount code, the refund will be processed based on the amount paid after the discount.","Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",What happens if I use a discount code and want to return the item?
272,54,"Yes, it is possible to get a refund on a product bought with a coupon. The refund will be processed based on the amount paid after the discount.","Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",Is it possible to get a refund on a product bought with a coupon?
273,54,The refund for discounted purchases is calculated based on the amount paid after the discount.,"Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",How is the refund calculated for discounted purchases?
274,54,"No, there are no restrictions on returning items bought with a discount. You can return products purchased with a discount code or during a sale, and the refund will be processed based on the amount paid after the discount.","Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",Are there any restrictions on returning items bought with a discount?
275,55,"I'm sorry, but we do not currently offer custom orders or personalized products. Please explore the available products on our website.",We do not currently offer custom orders or personalized products. Please explore the available products on our website.,Can I request a custom product?
276,55,I'm sorry but I don't have an answer to this question.,We do not currently offer custom orders or personalized products. Please explore the available products on our website.,Is it possible to get a personalized order?
277,55,"I'm sorry, but we do not currently offer customizations for products. Please explore the available products on our website.",We do not currently offer custom orders or personalized products. Please explore the available products on our website.,Do you offer any customizations for products?
278,55,"I'm sorry, but I don't have an answer to this question.",We do not currently offer custom orders or personalized products. Please explore the available products on our website.,Can I create a unique order for my needs?
279,55,"I'm sorry, but we do not currently offer custom orders or personalized products. Please explore the available products on our website.",We do not currently offer custom orders or personalized products. Please explore the available products on our website.,Are personalized products available on your website?
280,56,"I'm sorry, but I don't have an answer to this question.","If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",Can I purchase a product that is temporarily out of stock?
281,56,"If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.","If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",What does it mean if a product is listed as 'temporarily unavailable'?
282,56,"If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.","If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",Will products that are temporarily unavailable be available again?
283,56,You can sign up for notifications to be alerted when a temporarily unavailable product becomes available again.,"If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",How can I find out when a temporarily unavailable product is back in stock?
284,56,"Yes, you can sign up for product notifications to be informed when an out-of-stock item becomes available again.","If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",Is there a way to get notifications for restocked products?
285,57,"If your product was damaged upon arrival, please contact our customer support team immediately. We will guide you through the return and replacement process.",Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,Can I return a product that was damaged upon arrival?
286,57,"I'm sorry, but I don't have an answer to this question.",Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,What should I do if I accidentally damaged my product?
287,57,Products damaged due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,Are products damaged due to improper use returnable?
288,57,You can contact customer support for assistance with a return by phone at [phone number] or by email at [email address]. Our team is available [working hours] to assist you with any inquiries or issues you may have.,Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,Who can I contact for assistance with a return?
289,57,"I'm sorry, but I don't have an answer to this question.",Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,Does your return policy cover all types of damage?
290,58,"Yes, if a product is marked as 'coming soon' and is available for pre-order, you can place an order to secure your item before it becomes available.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",Can I pre-order a product that is marked as 'coming soon'?
291,58,"If the product you want is not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",What should I do if the product I want is not available for pre-order?
292,58,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",Is there a way to request a 'coming soon' product before its release?
293,58,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",When will a 'coming soon' product be available for purchase?
294,58,"When a product is labeled as 'coming soon', it means that the product is not available for immediate purchase. You may sign up for notifications to be informed when the product becomes available.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",What does it mean when a product is labeled as 'coming soon'?
295,59,"No, if a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.","If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",Can I purchase items that are on hold?
296,59,"If a product is 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.","If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",What does it mean if a product is 'on hold'?
297,59,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",How can I find out when a product that is on hold becomes available?
298,59,"Yes, you can sign up for product notifications to be informed when an on-hold product is restocked.","If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",Is there a way to be notified when an on-hold product is restocked?
299,59,"If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.","If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",Why can't I order a product that is on hold?
300,60,"A receipt or proof of purchase is usually required for returns. However, we may be able to assist you without it. Please contact our customer support team for further guidance.","While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",Can I return an item without my receipt?
301,60,I'm sorry but I don't have an answer to this question.,"While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",What should I do if I lost my original receipt?
302,60,"A receipt or proof of purchase is usually required for returns. However, if you no longer have the original receipt, we may be able to assist you without it. Please contact our customer support team for further guidance.","While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",Is it possible to return a product if I don't have proof of purchase?
303,60,"For help with a return without a receipt, please contact our customer support team for further guidance.","While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",Who should I contact for help with a return without a receipt?
304,60,"While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.","While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",Will I be able to return a product if I misplaced my receipt?
305,61,"Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.","Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",Can I request a limited edition product to be restocked?
306,61,"Limited edition items are available for a limited time only, so they may not be available for a long time.","Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",Are limited edition items available for a long time?
307,61,"Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.","Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",What happens when a limited edition product sells out?
308,61,"To ensure you get a limited edition product, we recommend placing an order as soon as possible, as these items may have restricted availability and are only available for a limited time.","Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",How can I ensure I get a limited edition product?
309,61,Limited edition products are only available for a limited time because they may have restricted availability and are not guaranteed to be restocked once sold out. It is recommended to purchase them while they are still available.,"Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",Why are limited edition products only available for a limited time?
310,62,Discontinued products are no longer available for purchase. We recommend exploring alternative products on our website.,"If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",Can I still order a discontinued product?
311,62,"If a product is discontinued but still visible online, it may be an error. Please contact our customer support team for clarification.","If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",What should I do if a product is discontinued but visible online?
312,62,"No, discontinued products are no longer available for purchase. We recommend exploring alternative products on our website.","If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",Is it possible to purchase items listed as discontinued?
313,62,"I'm sorry, but I don't have an answer to this question.","If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",How can I get clarification on a discontinued product?
314,62,"If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.","If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",What does it mean if a discontinued item is still on the website?
315,63,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,Can clearance items be returned?
316,63,Final sale items are usually non-returnable and non-refundable. Please review the product description or contact our customer support team to confirm the return eligibility for specific items.,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,"What about final sale items, can I return them?"
317,63,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,Are products on clearance refundable?
318,63,"I’m sorry, but I don't have an answer to this question.",Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,How can I get more information about returns on sale items?
319,63,"I'm sorry, but I don't have an answer to this question.",Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,What should I do if I want to return a clearance item?
320,64,I'm sorry but I don't have an answer to this question.,"If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",Can I order a product that I don't see on your website?
321,64,"If the product you want isn't listed online, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.","If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",What should I do if the product I want isn't listed online?
322,64,I'm sorry but I don't have an answer to this question.,"If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",Is it possible to get a product that isn't available on your site?
323,64,I'm sorry but I don't have an answer to this question.,"If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",How can I find out about products not listed on your website?
324,64,"If you need a product that is not shown on our website, we recommend contacting our customer support team for further assistance.","If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",Who should I contact if I need a product that is not shown on your website?
325,65,"If a product is currently out of stock, you will usually see an option to sign up for product notifications. However, if a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item, and it will be shipped once it becomes available.","If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Can I place an order for an out-of-stock item?
326,65,"If a product is available for backorder, it means that the product is temporarily out of stock but can still be ordered. Your order will be fulfilled once the product is restocked.","If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",What does it mean if a product is available for backorder?
327,65,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Will I be charged immediately for an out-of-stock item on backorder?
328,65,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",How will I know when my backordered item is shipped?
329,65,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Can I cancel my backorder if I change my mind?
330,66,"If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.","If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",Can I return a product purchased in a bundle?
331,66,I'm sorry but I don't have an answer to this question.,"If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",What is the return policy for items in a set?
332,66,I'm sorry but I don't have an answer to this question.,"If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",Are there specific terms for returning bundled products?
333,66,"You can find out about the return policy for a set purchase by referring to our Returns page for detailed instructions. Our return policy allows you to return products within 30 days of purchase for a full refund, provided they are in their original condition and packaging.","If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",How can I find out about the return policy for a set purchase?
334,66,You can contact our customer support team for guidance on returning a bundle.,"If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",Who do I contact for guidance on returning a bundle?
335,67,"Yes, you can request a product that is out of stock to be restocked. We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.",We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,Can I request a product that is out of stock to be restocked?
336,67,You can be notified when an out of stock product is available again by signing up for product notifications.,We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,How can I be notified when an out of stock product is available again?
337,67,"Yes, we strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.",We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,Will you restock popular products that are currently out of stock?
338,67,"Yes, you can sign up for product notifications to be informed when out-of-stock items become available again.",We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,Is there a way to sign up for alerts on restocked items?
339,67,"If you want to know when an out of stock product is back in stock, you should sign up for product notifications. This way, you will be alerted when the product becomes available again.",We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,What should I do if I want to know when an out of stock product is back in stock?
340,68,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Can I place an order for a product that is not yet released?
341,68,"If a product is labeled as 'coming soon', it means that the product is not available for immediate purchase. You will need to wait until it is officially released to order it.","If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",What does it mean if a product is labeled as 'coming soon'?
342,68,"Yes, pre-ordering is available for items that are listed as 'coming soon' if they are marked for pre-order. You can place an order to secure your item before it becomes available.","If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Is pre-ordering available for items that are 'coming soon'?
343,68,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",How can I secure an item that is listed as 'coming soon'?
344,68,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.","If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",Will I be able to order a product before it is officially available?
345,69,"If your product arrived damaged, please contact our customer support team immediately. We will guide you through the return and replacement process.","If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",What should I do if my product arrived damaged?
346,69,"Yes, if your product was damaged during shipping, you should contact our customer support team immediately. They will guide you through the return and replacement process. For products that are defective or damaged upon arrival, our return policy generally covers those, but damage due to improper use may not be eligible for return.","If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",Is there a process for returning a damaged product?
347,69,"If your item is damaged during shipping, please contact our customer support team immediately. They will guide you through the return and replacement process.","If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",Who do I contact if my item is damaged during shipping?
348,69,"Yes, if you receive a product that was damaged in transit, please contact our customer support team immediately. They will assist you with the return and replacement process.","If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",Can I get a replacement for a product damaged in transit?
349,69,"If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. They will assist you with the necessary steps for return and replacement.","If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",What are the steps to return a mishandled product?
350,70,"I'm sorry, but we do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when it becomes available again.","We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",Can I reserve a product that is out of stock?
351,70,"If a product is not available, you can check back later as it may be temporarily out of stock and could be restocked in the future. Alternatively, you can sign up for notifications to be informed when it becomes available.","We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",What should I do if a product is not available?
352,70,"Yes, it is possible to get notified when an out-of-stock item is back. You can sign up for product notifications to be alerted when the item becomes available again.","We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",Is it possible to get notified when an out-of-stock item is back?
353,70,"I'm sorry, but I don't have an answer to this question.","We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",Can I hold a product that is currently unavailable?
354,70,"Yes, you will be alerted when a previously out-of-stock product is restocked if you sign up for product notifications.","We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",Will I be alerted when a previously out-of-stock product is restocked?
355,71,"Yes, if a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.","If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Can I place an order for a pre-order product that is available for backorder?
356,71,"If you order a product that is marked as pre-order, your order will be secured for that item, and it will be shipped once it becomes available. If you order it with other in-stock items, the entire order will be shipped only once all items are available.","If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",What happens if I order a product that is marked as pre-order?
357,71,"I'm sorry, but I don't have an answer to this question.","If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",When will my backordered pre-order item be shipped?
358,71,"Yes, if a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.","If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Is it possible to secure an item listed as pre-order?
359,71,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.","If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",Do I have to wait for a pre-order item to be available before I can order it?
360,72,"Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.","Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",Can I return an item bought with store credit?
361,72,"If you return a product purchased with store credit, the refund will be issued in the form of store credit, which you can use for future purchases.","Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",What happens if I return a product purchased with store credit?
362,72,"I'm sorry, but I don't have an answer to this question.","Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",Will I get cash back if I return something bought with store credit?
363,72,"Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.","Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",Is it possible to return store credit purchases?
364,72,"If you return an item bought with store credit, the refund will be issued in the form of store credit, which you can use for future purchases.","Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",How will I receive my refund if I return an item bought with store credit?
365,73,"Yes, you can request a product that is out of stock to be restocked. We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.",We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,Can I ask to have an out-of-stock product restocked?
366,73,"If a product you want is out of stock, you can sign up for product notifications to be alerted when it becomes available again. Unfortunately, we do not offer reservations for out-of-stock products.",We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,What should I do if a product I want is out of stock?
367,73,"Yes, you can sign up for product notifications to be informed when an item that is currently out of stock becomes available again.",We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,Is there a way to be notified when a product is back in stock?
368,73,"Yes, we strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.",We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,Do you restock popular products?
369,73,"You can find out when an out-of-stock item is available again by signing up for product notifications. This way, you will be alerted when the product becomes available again.",We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,How can I find out when an out-of-stock item is available again?
370,74,"Yes, if a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.","If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",Can I place an order for a sold-out product that is available for pre-order?
371,74,"If a product is listed as 'sold out,' it is currently unavailable for purchase. Please check back later or sign up for notifications when it becomes available again.","If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",What happens if I order a product that is sold out?
372,74,"I'm sorry, but I don't have an answer to this question.","If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",Will I receive my item immediately if I pre-order a sold-out product?
373,74,"Yes, if a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.","If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",Is it possible to secure a sold-out item by pre-ordering it?
374,74,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",When will my pre-ordered item be shipped?
375,75,"Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.","Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",Can I return a product bought using a promotional gift card?
376,75,"If you used a promotional gift card for your purchase, you can still return the product. The refund will be issued in the form of store credit or a new gift card.","Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",What happens to my refund if I used a promotional gift card?
377,75,I'm sorry but I don't have an answer to this question.,"Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",Is it possible to get cash back for a return made with a promotional gift card?
378,75,"Yes, you will receive store credit if you return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.","Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",Will I receive store credit if I return a product purchased with a promotional gift card?
379,75,"If you return a product that was purchased with a promotional gift card, the refund will be issued in the form of store credit or a new gift card.","Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",How will my refund be processed if I used a promotional gift card for my purchase?
380,76,"If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.","If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",What should I do if a product is not available in the color I want?
381,76,"Yes, you can sign up for color notifications if your preferred color is out of stock.","If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",Can I sign up for notifications if my preferred color is out of stock?
382,76,"If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.","If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",Is it possible to request a product in a color that is currently unavailable?
383,76,You can sign up for color notifications to be alerted when your preferred color of a product becomes available.,"If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",How do I know when my preferred color of a product becomes available?
384,76,We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,"If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",Will you restock products in colors that are currently out of stock?
385,77,"Products marked as 'coming soon' are not available for immediate purchase. However, if a product is 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",Can I purchase a product that is marked as 'coming soon'?
386,77,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",What happens if a product is not available for pre-order?
387,77,"Yes, if a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",Is it possible to buy a product before its official release?
388,77,I'm sorry but I don't have an answer to this question.,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",How do I know when a 'coming soon' product will be available?
389,77,"If a product is not available yet, you will need to wait until it is officially released and becomes available for purchase.","If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",What should I do if I want a product that is not available yet?
390,78,"Yes, you can return a product purchased during a sale or with a discount. The refund will be processed based on the amount paid after the discount.","Yes, you can return a product purchased during a promotional event. The refund will be processed based on the amount paid after any applicable discounts.",Can I return an item bought on sale?
391,78,"You can return a product purchased during a promotional event, and the refund will be processed based on the amount paid after any applicable discounts. Additionally, if a product was purchased with a promotional gift card, it can also be returned, and the refund will be issued in the form of store credit or a new gift card.","Yes, you can return a product purchased during a promotional event. The refund will be processed based on the amount paid after any applicable discounts.",What is the refund policy for promotional purchases?
392,78,"Yes, promotional items are eligible for return. The refund will be processed based on the amount paid after any applicable discounts.","Yes, you can return a product purchased during a promotional event. The refund will be processed based on the amount paid after any applicable discounts.",Are promotional items eligible for return?
